Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Czech Republic,CZE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Czech Republic,CZE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Czech Republic,CZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.79079
Czech Republic,CZE,Gini index (World Bank estimate),SI.POV.GINI,24.9
Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,22754.7526034317
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,137.294117647059
Denmark,DNK,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Denmark,DNK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Denmark,DNK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.046
Denmark,DNK,Gini index (World Bank estimate),SI.POV.GINI,28.7
Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,62733.0198084484
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,40.7289473684211
Djibouti,DJI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Djibouti,DJI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Djibouti,DJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Djibouti,DJI,Gini index (World Bank estimate),SI.POV.GINI,41.6
Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.2773333333333
Dominica,DMA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Dominica,DMA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Dominica,DMA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Dominica,DMA,Gini index (World Bank estimate),SI.POV.GINI,..
Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6561.40740744775
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,217.618112192093
Dominican Republic,DOM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Dominican Republic,DOM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Dominican Republic,DOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Dominican Republic,DOM,Gini index (World Bank estimate),SI.POV.GINI,42.2
Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7273.3537647331
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,67.5848002899018
Ecuador,ECU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Ecuador,ECU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Ecuador,ECU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Ecuador,ECU,Gini index (World Bank estimate),SI.POV.GINI,44.7
Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5205.76302016859
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,96.8834125269978
"Egypt, Arab Rep.",EGY,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Egypt, Arab Rep.",EGY,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Egypt, Arab Rep.",EGY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.67941
"Egypt, Arab Rep.",EGY,Gini index (World Bank estimate),SI.POV.GINI,31.5
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2817.32022564701
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,308.307046332046
El Salvador,SLV,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
El Salvador,SLV,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
El Salvador,SLV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.18115
El Salvador,SLV,Gini index (World Bank estimate),SI.POV.GINI,38
El Salvador,SLV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3441.35525058658
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,44.9911229946524
Equatorial Guinea,GNQ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Equatorial Guinea,GNQ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Equatorial Guinea,GNQ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Equatorial Guinea,GNQ,Gini index (World Bank estimate),SI.POV.GINI,..
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11225.3725336737
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..
Eritrea,ERI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Eritrea,ERI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Eritrea,ERI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Eritrea,ERI,Gini index (World Bank estimate),SI.POV.GINI,..
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,30.3055900621118
Estonia,EST,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Estonia,EST,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Estonia,EST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.28867
Estonia,EST,Gini index (World Bank estimate),SI.POV.GINI,30.4
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19109.3083054734
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,65.3926162790698
Eswatini,SWZ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Eswatini,SWZ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Eswatini,SWZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Eswatini,SWZ,Gini index (World Bank estimate),SI.POV.GINI,..
Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4711.69262557954
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,106.400024
Ethiopia,ETH,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Ethiopia,ETH,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Ethiopia,ETH,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.27441
Ethiopia,ETH,Gini index (World Bank estimate),SI.POV.GINI,..
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,548.41948050565
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,34.6210586582365
Faroe Islands,FRO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Faroe Islands,FRO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Faroe Islands,FRO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Faroe Islands,FRO,Gini index (World Bank estimate),SI.POV.GINI,..
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,48.0273125342091
Fiji,FJI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Fiji,FJI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Fiji,FJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Fiji,FJI,Gini index (World Bank estimate),SI.POV.GINI,..
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4663.66429215063
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.1244908031983
Finland,FIN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Finland,FIN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Finland,FIN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.7569
Finland,FIN,Gini index (World Bank estimate),SI.POV.GINI,27.4
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48086.6660272051
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,122.114008137994
France,FRA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
France,FRA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
France,FRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.20557
France,FRA,Gini index (World Bank estimate),SI.POV.GINI,31.6
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43015.2106388619
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,75.4379781420765
French Polynesia,PYF,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
French Polynesia,PYF,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
French Polynesia,PYF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
French Polynesia,PYF,Gini index (World Bank estimate),SI.POV.GINI,..
French Polynesia,PYF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.01343967089688
Gabon,GAB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Gabon,GAB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Gabon,GAB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Gabon,GAB,Gini index (World Bank estimate),SI.POV.GINI,38
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9212.97258063355
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,218.764229249012
"Gambia, The",GMB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Gambia, The",GMB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Gambia, The",GMB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Gambia, The",GMB,Gini index (World Bank estimate),SI.POV.GINI,..
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,760.124705650582
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.2227859617201
Georgia,GEO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Georgia,GEO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Georgia,GEO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.29104
Georgia,GEO,Gini index (World Bank estimate),SI.POV.GINI,37.9
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4512.76110026501
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,236.595494618731
Germany,DEU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Germany,DEU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Germany,DEU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.03763
Germany,DEU,Gini index (World Bank estimate),SI.POV.GINI,..
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,46916.8241814135
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,127.983963259207
Ghana,GHA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Ghana,GHA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Ghana,GHA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Ghana,GHA,Gini index (World Bank estimate),SI.POV.GINI,..
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1739.46749204249
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3372.8
Gibraltar,GIB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Gibraltar,GIB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Gibraltar,GIB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Gibraltar,GIB,Gini index (World Bank estimate),SI.POV.GINI,..
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.4342823894492
Greece,GRC,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Greece,GRC,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Greece,GRC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.13109
Greece,GRC,Gini index (World Bank estimate),SI.POV.GINI,34.4
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,23052.9862313961
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136854671701791
Greenland,GRL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Greenland,GRL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Greenland,GRL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Greenland,GRL,Gini index (World Bank estimate),SI.POV.GINI,..
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,47647.6498925073
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,326.1
Grenada,GRD,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Grenada,GRD,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Grenada,GRD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Grenada,GRD,Gini index (World Bank estimate),SI.POV.GINI,..
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8775.89864433273
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,304.224074074074
Guam,GUM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Guam,GUM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Guam,GUM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Guam,GUM,Gini index (World Bank estimate),SI.POV.GINI,..
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,31847.6496791422
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,150.125214632325
Guatemala,GTM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Guatemala,GTM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Guatemala,GTM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.028
Guatemala,GTM,Gini index (World Bank estimate),SI.POV.GINI,..
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3286.74128937979
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,49.1109352108091
Guinea,GIN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Guinea,GIN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Guinea,GIN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Guinea,GIN,Gini index (World Bank estimate),SI.POV.GINI,..
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,869.31657990436
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,65.0123044096728
Guinea-Bissau,GNB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Guinea-Bissau,GNB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Guinea-Bissau,GNB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Guinea-Bissau,GNB,Gini index (World Bank estimate),SI.POV.GINI,..
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,614.439429918411
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.93813055626111
Guyana,GUY,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Guyana,GUY,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Guyana,GUY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Guyana,GUY,Gini index (World Bank estimate),SI.POV.GINI,..
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3853.70591714256
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,398.489332365747
Haiti,HTI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,85.4
Haiti,HTI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,84.2
Haiti,HTI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Haiti,HTI,Gini index (World Bank estimate),SI.POV.GINI,..
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,728.845001687994
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,84.2703816248101
Honduras,HND,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Honduras,HND,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Honduras,HND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.04
Honduras,HND,Gini index (World Bank estimate),SI.POV.GINI,50.5
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2176.29516512704
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7039.71428571429
"Hong Kong SAR, China",HKG,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Hong Kong SAR, China",HKG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Hong Kong SAR, China",HKG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.79925
"Hong Kong SAR, China",HKG,Gini index (World Bank estimate),SI.POV.GINI,..
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37929.4256732471
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,108.118480061858
Hungary,HUN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Hungary,HUN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Hungary,HUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.3486
Hungary,HUN,Gini index (World Bank estimate),SI.POV.GINI,30.6
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15809.773172528
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.42543640897756
Iceland,ISL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Iceland,ISL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Iceland,ISL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.10444
Iceland,ISL,Gini index (World Bank estimate),SI.POV.GINI,..
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,51045.9400564538
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,450.243285831043
India,IND,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
India,IND,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
India,IND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.66584
India,IND,Gini index (World Bank estimate),SI.POV.GINI,..
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1986.63290974886
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,146.086480787383
Indonesia,IDN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,77.7
Indonesia,IDN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,78.2
Indonesia,IDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.2381
Indonesia,IDN,Gini index (World Bank estimate),SI.POV.GINI,38.1
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4120.52187883992
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,49.5309014219406
"Iran, Islamic Rep.",IRN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Iran, Islamic Rep.",IRN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Iran, Islamic Rep.",IRN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.83027
"Iran, Islamic Rep.",IRN,Gini index (World Bank estimate),SI.POV.GINI,40.8
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6948.70442927763
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,86.5016316022141
Iraq,IRQ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Iraq,IRQ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Iraq,IRQ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.04455
Iraq,IRQ,Gini index (World Bank estimate),SI.POV.GINI,..
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5637.90527139042
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,69.7835389751778
Ireland,IRL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Ireland,IRL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Ireland,IRL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Ireland,IRL,Gini index (World Bank estimate),SI.POV.GINI,..
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,71755.9670176427
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,146.663157894737
Isle of Man,IMN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Isle of Man,IMN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Isle of Man,IMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Isle of Man,IMN,Gini index (World Bank estimate),SI.POV.GINI,..
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,90190.7520492508
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,402.647874306839
Israel,ISR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Israel,ISR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Israel,ISR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,4.81602
Israel,ISR,Gini index (World Bank estimate),SI.POV.GINI,..
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,34243.0125958545
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,205.809169103148
Italy,ITA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Italy,ITA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Italy,ITA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.37744
Italy,ITA,Gini index (World Bank estimate),SI.POV.GINI,35.9
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,35086.4783019615
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,269.700184672207
Jamaica,JAM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Jamaica,JAM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Jamaica,JAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Jamaica,JAM,Gini index (World Bank estimate),SI.POV.GINI,..
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4785.65354700462
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,347.777586679833
Japan,JPN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Japan,JPN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Japan,JPN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.21254
Japan,JPN,Gini index (World Bank estimate),SI.POV.GINI,..
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48510.6094087242
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,110.150630772697
Jordan,JOR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Jordan,JOR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Jordan,JOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Jordan,JOR,Gini index (World Bank estimate),SI.POV.GINI,..
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3262.51760205967
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.68140015557284
Kazakhstan,KAZ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kazakhstan,KAZ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kazakhstan,KAZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.12972
Kazakhstan,KAZ,Gini index (World Bank estimate),SI.POV.GINI,27.5
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10867.7387377836
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,88.2409828864603
Kenya,KEN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kenya,KEN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kenya,KEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Kenya,KEN,Gini index (World Bank estimate),SI.POV.GINI,..
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1156.42529688802
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,140.935802469136
Kiribati,KIR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kiribati,KIR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kiribati,KIR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Kiribati,KIR,Gini index (World Bank estimate),SI.POV.GINI,..
Kiribati,KIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1763.23000218251
"Korea, Dem. People’s Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,211.194958890458
"Korea, Dem. People’s Rep.",PRK,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Korea, Dem. People’s Rep.",PRK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Korea, Dem. People’s Rep.",PRK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Korea, Dem. People’s Rep.",PRK,Gini index (World Bank estimate),SI.POV.GINI,..
"Korea, Dem. People’s Rep.",PRK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,526.848248951154
"Korea, Rep.",KOR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Korea, Rep.",KOR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
